ISIN;Ticker;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANTPA;Cours/VANNPA;Solvabilité;Rendement dividende %
NO0010851603;ULTI.OL;Healthcare;Biotechnology;https://www.ultimovacs.com/;Ultimovacs ASA;2,545;4,14;0,61;0,53;0,89;0
FR0011776889;MLUMG.PA;Industrials;Staffing & Employment Services;https://www.umalis.fr/;Umalis Group;1,54;0;0;0;0;0
NL0015000IY2;UMG.AS;Communication Services;Entertainment;https://www.universalmusic.com/;Universal Music Group N.V.;24,46;0;0;0;0,23;0
BE0974320526;UMI.BR;Industrials;Waste Management;https://www.umicore.com/;Umicore SA;10,21;39,86;0,26;0,2;0,38;0,26
FR0013326246;URW.PA;Real Estate;REIT - Retail;https://www.urw.com/;Unibail-Rodamco-Westfield SE;73,94;363,93;0,2;0,24;0,34;0
FR0000054215;UNBL.PA;Consumer Defensive;Packaged Foods;https://unibel.fr/;Unibel S.A.;830;1436,46;0,58;0,4;0,31;0
IT0005239360;UCG.MI;Financial Services;Banks - Regional;https://www.unicreditgroup.eu/;UniCredit S.p.A.;38,93;0;0;0;0,08;0,13
IT0005573065;UD.MI;Communication Services;Telecom Services;https://www.unidata.it/;Unidata S.p.A.;2,95;4,26;0,69;0,54;0,38;0
IT0005239881;UNIR.MI;Consumer Cyclical;Specialty Retail;https://unieurospa.com/;Unieuro S.p.A.;11,92;75,18;0,16;0,13;0,07;0
BE0974371032;UPG.BR;Technology;Software - Application;https://www.unifiedpost.com/;Unifiedpost Group SA;3,34;9,01;0,37;0,43;0,2;0
GB00B10RZP78;ULVR.L;;;;;4663;0;0;0;0;0
FR0013254851;FR0013254851.SG;;;https://twitter.com/YahooFinance;;1,272;0;0;0;0;0
FR0013176526;FR.PA;Consumer Cyclical;Auto Parts;https://www.valeo.com/;Valeo SE;8,938;85,53;0,1;0,08;0,17;0,26
FR0010095596;ALVIO.PA;Healthcare;Biotechnology;https://valeriotx.com/;Valerio Therapeutics Société anonyme;0,0741;0,17;0,44;0,34;0,52;0
IT0005562514;VLC.MI;Communication Services;Advertising Agencies;https://www.valica.it/;Valica S.p.A.;4,58;0;0;0;0;0
FR0013506730;VK.PA;Basic Materials;Steel;https://www.vallourec.com/;Vallourec S.A.;16,6;21,51;0,77;0,68;0,44;0,27
FR0004056851;VLA.PA;Healthcare;Biotechnology;https://valneva.com/;Valneva SE;1,831;2,97;0,62;0,49;0,42;0
IT0001018362;VLS.MI;Consumer Defensive;Packaged Foods;https://www.valsoiaspa.com/;Valsoia S.p.A.;10,15;7,49;1,36;1,34;0,69;0,34
IT0005532525;VLT.MI;Industrials;Specialty Industrial Machinery;https://www.valtecne.com/;Valtecne S.p.A.;6,7;6,16;1,09;0,84;0,51;0
NL0010661864;VALUE.AS;Financial Services;Asset Management;https://www.value8.com/;Value8 N.V.;5,75;11,32;0,51;1,21;0,9;0,7
NL0015118803;PREVA.AS;Financial Services;Asset Management;https://www.value8.com/;Value8 N.V.;4,85;10,95;0,44;1,06;0,9;0
BE0003839561;VAN.BR;Consumer Cyclical;Apparel Manufacturing;https://www.vandevelde.eu/;Van de Velde NV;29,55;14,09;2,1;2,28;0,91;0,18
IT0005433765;VNT.MI;Technology;Information Technology Services;https://www.vantea.com/;Vantea SMART S.p.A.;1,155;1,7;0,68;0,39;0,52;0
FR0013505062;VANTI.PA;Communication Services;Entertainment;https://www.vantiva.com/;Vantiva S.A.;0,1228;4,6;0,03;0,02;0;0
DE000A0TGJ55;VAR1.DE;Industrials;Electrical Equipment & Parts;https://www.varta-ag.com/;Varta AG;1,717;24,21;0,07;0,05;0,15;0
NL0000288918;VASTN.AS;Real Estate;REIT - Retail;https://www.vastned.com/;Vastned Retail N.V.;20,7;76,87;0,27;0,54;0,53;0,38
BE0003754687;VASTB.BR;Real Estate;REIT - Retail;https://www.vastned.be/;Vastned Belgium NV;27;62,67;0,43;1,43;0,72;0,32
FR0014007T10;ALVAZ.PA;Financial Services;Credit Services;https://www.vazivagroup.com/;Vaziva Société anonyme;43;0;0;0;0;0
NO0005806802;VEI.OL;Industrials;Engineering & Construction;https://www.veidekke.com/;Veidekke ASA;141,6;114,2;1,24;0,76;0,16;0,03
FR0010766667;ALVU.PA;Consumer Cyclical;Internet Retail;https://www.vente-unique.com/;Vente-Unique.com SA;13,15;8,9;1,48;1,12;0,56;0
FR0000124141;VIE.PA;Industrials;Waste Management;https://www.veolia.com/fr;Veolia Environnement SA;27,86;93,14;0,3;0,23;0,17;0,12
FR0013530102;ALVG.PA;Technology;Consumer Electronics;https://veomgroup.com/;VEOM Group;0,128;4,34;0,03;0,03;-0,01;0
FR0013447729;FR0013447729.SG;;;https://twitter.com/YahooFinance;;23,78;0;0;0;0;0
DE000A0JL9W6;VBK.DE;Basic Materials;Specialty Chemicals;https://www.verbio.de/;Verbio SE;11,28;21,35;0,53;0,68;0,65;0,07
AT0000746409;VER.VI;Utilities;Utilities - Renewable;https://www.verbund.com/;VERBUND AG;70,5;104,76;0,67;0,99;0,51;0,03
FR001400JXA2;ALVER.PA;Utilities;Utilities - Independent Power Producers;https://www.vergnet.com/;Vergnet SA;0,0026;0,44;0,01;0;0,27;0
FR0010291245;VMX.PA;Technology;Software - Infrastructure;https://www.verimatrix.com/;Verimatrix SA;0,29;0,9;0,32;0,19;0,72;0
FR0006174496;MLVER.PA;Industrials;Aerospace & Defense;https://www.verney-carron.com/;Verney-Carron S.A.;5;0;0;0;0;0
FR0004186856;FR0004186856.SG;;;https://twitter.com/YahooFinance;;79,1;0;0;0;0;0
BE0003878957;VGP.BR;Real Estate;Real Estate Services;https://www.vgpparks.eu/;VGP NV;75,1;167,19;0,45;0,63;0,49;0,04
FR0010326090;ALVIA.PA;Consumer Cyclical;Specialty Retail;https://www.viapresse.com/;Vialife SA;18,4;0;0;0;0,18;0
FR0000031775;VCT.PA;Basic Materials;Building Materials;https://www.vicat.fr/;Vicat S.A.;35,9;112,5;0,32;0,3;0,44;0,15
FR0000050049;VIL.PA;Financial Services;Capital Markets;https://www.viel.com/;VIEL & Cie, société anonyme;10,6;39,41;0,27;0,16;0,2;0,43
IT0004717200;VIM.MI;Industrials;Tools & Accessories;https://www.vimifasteners.com/;Vimi Fasteners S.p.A.;1,11;4,21;0,26;0,19;0,41;0
FR0000125486;DG.PA;;;;;101,2;207,3;0,49;0,42;0,26;0,03
BE0974271034;VIO.BR;Industrials;Metal Fabrication;https://www.viohalco.com/;Viohalco S.A.;5,5;22,64;0,24;0,2;0,28;0
FR0000031577;VIRP.PA;Healthcare;Drug Manufacturers - General;https://corporate.virbac.com/;Virbac SA;322,5;132,05;2,44;2,03;0,65;0
ES0105704003;MLVIR.PA;Technology;Software - Infrastructure;https://www.virtualwareco.com/;Virtualware 2007 S.A.;8,4;0;0;0;0;0
FR0013481835;FR0013481835.SG;;;https://twitter.com/YahooFinance;;0,145;0;0;0;0;0
NO0010734122;VISTN.OL;Healthcare;Drug Manufacturers - Specialty & Generic;https://www.vistin.com/;Vistin Pharma ASA;23,8;8,75;2,72;4,78;0,81;0
FR0010309096;VTR.PA;Real Estate;REIT - Office;https://www.vitura.fr/;Vitura SA;4,2;79,25;0,05;0,05;0,34;1,64
FR0000127771;VIV.PA;Communication Services;Entertainment;https://www.vivendi.com/;Vivendi SE;8,3;25,46;0,33;0,25;0,46;0,34
NL00150002Q7;NL00150002Q7.SG;;;https://twitter.com/YahooFinance;;1,938;0;0;0;0;0
IT0005556110;VNE.MI;Industrials;Specialty Industrial Machinery;https://www.vne.it/;VNE S.p.A.;1,9;0;0;0;0;0
AT0000937503;VOE.VI;Basic Materials;Steel;https://www.voestalpine.com/;Voestalpine AG;18,82;81,08;0,23;0,21;0,47;0,19
FR0011532225;ALVGO.PA;Technology;Software - Application;https://www.vogo-group.com/;Vogo SA;3,19;3,16;1,01;0,84;0,45;0
DE0007664039;VOW3.DE;Consumer Cyclical;Auto Manufacturers;https://www.volkswagen-group.com/;Volkswagen AG;88,02;2620,77;0,03;0,03;0,28;0,03
DE0007664005;VOW.DE;Consumer Cyclical;Auto Manufacturers;https://www.volkswagen-group.com/;Volkswagen AG;90,75;1831,31;0,05;0,04;0,28;0,02
GG00B1GHHH78;VTA.AS;;;https://issgovernance.com/quickscore;Volta Finance Ord;6;0;0;0;0,92;0
FR0011995588;VLTSA.PA;Utilities;Utilities - Renewable;https://www.voltalia.com/;Voltalia SA;7,03;25,24;0,28;0,27;0,33;0
SE0000115446;VOLVBS.XC;Industrials;Farm & Heavy Construction Machinery;https://www.volvogroup.com/;AB Volvo (publ);285,5;0;0;0;0,27;0
DE000A1ML7J1;VNA.DE;Real Estate;Real Estate Services;https://www.vonovia.de/;Vonovia SE;31,04;108,9;0,29;0,34;0,27;0,13
IT0005550501;WAAT26.MI;;;https://twitter.com/YahooFinance;;0,041;0;0;0;0;0
IT0005515363;WABC27.MI;;;https://twitter.com/YahooFinance;;0,015;0;0;0;0,71;0
IT0005245607;WABTG.MI;;;https://twitter.com/YahooFinance;;0,15;0;0;0;0,43;0
IT0005472680;WAGP24.MI;;;https://twitter.com/YahooFinance;;2,5885;0;0;0;0,46;0
IT0005425092;WAMB26.MI;;;https://twitter.com/YahooFinance;;0,04;0;0;0;0,76;0
IT0005497158;WBELL.MI;;;https://twitter.com/YahooFinance;;0,1188;0;0;0;0,48;0
IT0005576670;WAGAIN.MI;;;https://twitter.com/YahooFinance;;0,32;0;0;0;0,48;0
IT0005379372;WCOP25.MI;;;https://twitter.com/YahooFinance;;0,39;0;0;0;0,6;0
IT0005528929;WART28.MI;;;https://twitter.com/YahooFinance;;0,0381;0;0;0;0,44;0
IT0005454001;WDIT24.MI;;;https://twitter.com/YahooFinance;;0,0003;0;0;0;0,16;0
IT0005374258;WELES.MI;;;https://twitter.com/YahooFinance;;0,1555;0;0;0;0,53;0
IT0005497836;WERFO.MI;;;https://twitter.com/YahooFinance;;0,019;0;0;0;0;0
IT0005500639;WFAE25.MI;;;https://twitter.com/YahooFinance;;0,4301;0;0;0;0,33;0
IT0005475147;WFTC24.MI;;;https://twitter.com/YahooFinance;;0,023;0;0;0;0,51;0
IT0005508558;WFCH25.MI;;;https://twitter.com/YahooFinance;;2,31;0;0;0;0,51;0
IT0005498602;WGML25.MI;;;https://twitter.com/YahooFinance;;0,011;0;0;0;0,25;0
IT0005391104;WGIS26.MI;;;https://twitter.com/YahooFinance;;0,105;0;0;0;0,47;0
IT0005500555;WRNV25.MI;;;https://twitter.com/YahooFinance;;0,002;0;0;0;0,37;0
IT0005568305;WINC26.MI;;;https://twitter.com/YahooFinance;;0,236;0;0;0;0,14;0
IT0005474124;WISC24.MI;;;https://twitter.com/YahooFinance;;0,0001;0;0;0;0,61;0
IT0005554776;WIVN26.MI;;;https://twitter.com/YahooFinance;;0,358;0;0;0;0;0
IT0005469207;WLDB24.MI;;;https://twitter.com/YahooFinance;;0,56;0;0;0;0,29;0
IT0005453086;WNUS26.MI;;;https://twitter.com/YahooFinance;;0,1249;0;0;0;0,42;0
IT0005424822;WOSA25.MI;;;https://twitter.com/YahooFinance;;0,129;0;0;0;0,14;0
IT0005575573;WPAL26.MI;;;https://twitter.com/YahooFinance;;0,255;0;0;0;0,35;0
IT0005499923;WPOZ27.MI;;;https://twitter.com/YahooFinance;;0,0895;0;0;0;0,52;0
IT0005496028;WRDF25.MI;;;https://twitter.com/YahooFinance;;1,33;0;0;0;0,44;0
IT0005549347;WRFLTC.MI;;;https://twitter.com/YahooFinance;;0,006;0;0;0;0,49;0
IT0005481822;WRKT25.MI;;;https://twitter.com/YahooFinance;;0,0025;0;0;0;0,25;0
IT0005521536;WSAC25.MI;;;https://twitter.com/YahooFinance;;0,026;0;0;0;0,49;0
IT0005347593;WSGC27.MI;;;https://twitter.com/YahooFinance;;0,028;0;0;0;0,17;0
IT0005556532;WSBCA.MI;;;https://twitter.com/YahooFinance;;0,0448;0;0;0;0,54;0
IT0005556599;WSBCB.MI;;;https://twitter.com/YahooFinance;;0,0081;0;0;0;0,54;0
IT0005556607;WSBCC.MI;;;https://twitter.com/YahooFinance;;0,04;0;0;0;0,54;0
IT0005446718;WSOS24.MI;;;https://twitter.com/YahooFinance;;0,07;0;0;0;0,65;0
IT0005531253;WTMP25.MI;;;https://twitter.com/YahooFinance;;0,0005;0;0;0;0,56;0
IT0005446726;WTWL24.MI;;;https://twitter.com/YahooFinance;;0,2798;0;0;0;0,26;0
IT0005453789;WUBM26.MI;;;https://twitter.com/YahooFinance;;0,127;0;0;0;0,9;0
IT0005498420;WS3D25.MI;;;https://twitter.com/YahooFinance;;0,2399;0;0;0;0,18;0
DE000WCH8881;WCH.F;Basic Materials;Specialty Chemicals;https://www.wacker.com/;Wacker Chemie AG;71,64;172,32;0,42;0,43;0,51;0,04
FR0012532810;WAGA.PA;Industrials;Specialty Industrial Machinery;https://waga-energy.com/;Waga Energy SA;15;7,8;1,92;2,18;0,52;0
NO0010571680;WAWI.OL;Industrials;Marine Shipping;https://www.walleniuswilhelmsen.com/;Wallenius Wilhelmsen ASA;103,2;19,9;5,19;4,94;0,34;0,04
FR0010131409;ALLIX.PA;Technology;Software - Infrastructure;https://www.wallix.com/;WALLIX GROUP SA;9,5;7,13;1,33;0,79;0,26;0
BE0003734481;WEB.BR;Real Estate;REIT - Diversified;https://www.w-e-b.be/;Warehouses Estates Belgium S.C.A.;37,2;89,44;0,42;0,78;0,53;0,2
IT0005557472;WEGB26.MI;;;https://twitter.com/YahooFinance;;0,0187;0;0;0;0;0
IT0005557498;WEXE26.MI;;;https://twitter.com/YahooFinance;;0,067;0;0;0;0,51;0
IT0005525321;WMGS.MI;;;https://twitter.com/YahooFinance;;3,141;0;0;0;0,54;0
IT0005573172;WSMN26.MI;;;https://twitter.com/YahooFinance;;0,228;0;0;0;0,5;0
FR0013357621;WAVE.PA;Technology;Information Technology Services;https://www.wavestone.com/;Wavestone SA;42,55;17,13;2,48;1,39;0,63;0,02
BE0974349814;BE0974349814.SG;;;https://twitter.com/YahooFinance;;19,5;0;0;0;0;0
FR0013079092;ALWEC.PA;Technology;Consumer Electronics;https://www.connect-we.fr/;We.Connect SA;17,6;53,31;0,33;0,2;0,39;0
FR0010688465;MLWEA.PA;Communication Services;Telecom Services;https://www.weaccess.fr/;Weaccess Group, Société Anonyme;0,45;0,67;0,67;0,44;0,46;0
IT0005384901;WBS.MI;Communication Services;Advertising Agencies;https://www.websolute.com/;Websolute S.p.A.;1,67;1,78;0,94;0,63;0,22;0
NO0010609662;WSTEP.OL;Technology;Information Technology Services;https://www.webstep.com/;Webstep ASA;23,2;12,17;1,91;1,2;0,57;0
IT0003865570;WBD.MI;Industrials;Engineering & Construction;https://www.webuildgroup.com/;Webuild S.p.A.;2,926;15,83;0,18;0,1;0,09;4,38
IT0003865588;WBDR.MI;Industrials;Engineering & Construction;https://www.webuildgroup.com/;Webuild S.p.A.;9,6;9690,45;0;0;0,09;0,34
FR0004152700;MLODT.PA;;;https://twitter.com/YahooFinance;;0,4;0;0;0;0,17;0
FR0000121204;MF.PA;Financial Services;Asset Management;https://www.wendelgroup.com/en/;Wendel SE;95,15;363,55;0,26;0,21;0,18;0,04
NL0000289213;WHA.AS;Real Estate;REIT - Retail;https://www.wereldhave.com/;Wereldhave N.V.;13,78;52,21;0,26;0,43;0,43;0,85
BE0003724383;WEHB.BR;Real Estate;REIT - Retail;https://www.wereldhavebelgium.com/;Wereldhave Belgium;45,2;114,16;0,4;1,1;0,7;0,11
NO0010768096;WEST.OL;Industrials;Marine Shipping;https://www.westernbulk.com/;Western Bulk Chartering AS;14,45;3,56;4,06;2,6;0,44;0
FR0010768770;MLWEY.PA;;;https://twitter.com/YahooFinance;;0,0155;0;0;0;0;0
BE0003573814;WHATS.BR;Consumer Defensive;Packaged Foods;https://www.whatscooking.group/;What's Cooking Group NV/SA;102;164,11;0,62;0,42;0,33;0,04
BE0974401334;ROCK.BR;Industrials;Specialty Business Services;https://www.whitestone.eu/;Whitestone Group SA;12,8;2,61;4,9;5,29;0,65;0
IT0005440893;WIIT.MI;Technology;Software - Infrastructure;https://www.wiit.cloud/;Wiit S.p.A.;20,25;16,84;1,2;1,45;0,11;0,06
NO0010571698;WWI.OL;Industrials;Marine Shipping;https://www.wilhelmsen.com/;Wilh. Wilhelmsen Holding ASA;404;115,71;3,49;5,83;0,67;0,01
NO0010576010;WWIB.OL;Industrials;Marine Shipping;https://www.wilhelmsen.com/;Wilh. Wilhelmsen Holding ASA;379;388,52;0,98;1,63;0,67;0,01
FR0014000P11;FR0014000P11.SG;;;https://twitter.com/YahooFinance;;3,78;0;0;0;0;0
FR0013143872;ALWIT.PA;Communication Services;Internet Content & Information;https://www.witbe.net/;Witbe S.A.;2,35;4,28;0,55;0,35;0,32;0
NL0000395903;WKL.AS;Industrials;Specialty Business Services;https://wolterskluwer.com/;Wolters Kluwer N.V.;162,4;49,09;3,31;3,77;0,19;0,01
FR0011981968;WLN.PA;Technology;Software - Infrastructure;https://www.worldline.com/;Worldline S.A.;8,17;56,71;0,14;0,1;0,43;0
IT0005546301;WPSQ26.MI;;;https://twitter.com/YahooFinance;;0,0139;0;0;0;0;0
DK0061676400;WPU.OL;Industrials;Waste Management;https://wpu-dk.com/;WPU - Waste Plastic Upcycling A/S;9,44;3,12;3,03;3,12;0,09;0
BE0974310428;XFAB.PA;Technology;Semiconductors;https://www.xfab.com/;X-FAB Silicon Foundries SE;4,97;14,23;0,35;0,41;0,55;0
IT0005568487;XHS.MI;Consumer Cyclical;Lodging;https://www.xeniahs.com/;Xenia Hôtellerie Solution S.p.A. Società Benefit;2,4;12,25;0,2;0,13;0,08;0
FR0004034072;XIL.PA;Communication Services;Entertainment;https://xilam.com/;Xilam Animation;3,74;14,91;0,25;0,21;0,52;0
BE0974288202;XIOR.BR;Real Estate;REIT - Residential;https://www.xior.be/;Xior Student Housing NV;29,6;80,15;0,37;0,63;0,45;0,16
NO0010895782;XPLRA.OL;Consumer Cyclical;Internet Retail;https://www.myxplora.com/;Xplora Technologies AS;33,2;8,62;3,85;2,55;0,62;0
NO0010716863;XXL.OL;;;;;15,42;0;0;0;0;0
IT0004171440;ZV.MI;Consumer Cyclical;Packaging & Containers;https://zignagovetro.com/;Zignago Vetro S.p.A.;9,75;8,52;1,14;1,15;0,47;0,36
IT0005395071;ZUC.MI;Consumer Cyclical;Textile Manufacturing;https://www.zucchi.it/;Vincenzo Zucchi S.p.A.;1,48;32,52;0,05;0,04;0,33;5,05
NO0010721277;ZWIPE.OL;Technology;Software - Infrastructure;https://www.zwipe.com/;Zwipe AS;0,1255;0,8;0,16;0,12;0,64;0
IT0005443061;ACQ.MI;Communication Services;Advertising Agencies;https://www.acquazzurra.biz/;Acquazzurra S.p.A.;9,4;3,85;2,44;1,52;0,41;0
ES0167050915;ACS.MC;Industrials;Engineering & Construction;https://www.grupoacs.com/;ACS, Actividades de Construcción y Servicios, S.A.;48,14;134,9;0,36;0,22;0,15;0,13
FR0000076861;EOS.PA;Technology;Software - Application;https://www.acteos.com/;Acteos SA;1,04;5,49;0,19;0,14;0,04;0
FR0000076655;ALATI.PA;Consumer Cyclical;Auto Parts;https://www.actia.com/;ACTIA Group S.A.;2,71;26,51;0,1;0,06;0,24;0,79
FR0014005OJ5;ALACT.PA;Healthcare;Biotechnology;https://www.acticor-biotech.com/;Acticor Biotech SAS;0,25;0,63;0,4;0,28;0,55;0
FR0010979377;MLACT.PA;Technology;Computer Hardware;https://www.activium-id.com/;Activium Group SAS;1,12;0;0;0;0;0
BE0974269012;ALDV.PA;Real Estate;REIT - Residential;https://www.adcsiic.eu/;Alliance Developpement Capital SIIC;0,074;0,54;0,14;0,34;0,71;0
FR0013284627;ALARF.PA;Technology;Communication Equipment;https://www.adeunis.com/;Adeunis Société anonyme;0,68;2,75;0,25;0,17;0,16;0
DE000A1EWWW0;ADS.DE;Consumer Cyclical;Footwear & Accessories;https://www.adidas-group.com/;adidas AG;240;100,59;2,39;1,67;0,26;0,01
LU1250154413;ADJ.DE;Real Estate;Real Estate Services;https://www.adler-group.com/;Adler Group S.A.;0,3305;51,83;0,01;0,01;0,03;0
FR0011184241;ADOC.PA;Healthcare;Biotechnology;https://www.adocia.com/;Adocia SA;7,14;1,62;4,41;2,88;0,43;0
FR001400JAL7;ALADO.PA;Real Estate;Real Estate Services;https://www.adomos.com/;Adomos S.A.;0,0002;0;0;0;0;0
FR0010340141;ADP.PA;Industrials;Airports & Air Services;https://www.parisaeroport.fr/;Aeroports de Paris SA;113,8;170,12;0,67;0,58;0,24;0,02
FR0012821890;ALDUX.PA;Communication Services;Advertising Agencies;https://www.adux.com/;ADUX;1,27;5,94;0,21;0,12;0,04;0
FR0013296746;FR0013296746.SG;;;https://twitter.com/YahooFinance;;1,63;0;0;0;0;0
FR0000053043;ALAVI.PA;Consumer Defensive;Beverages - Wineries & Distilleries;https://www.advini.com/;AdVini S.A.;14;90,42;0,15;0,11;0,2;0,09
NL0012969182;ADYEN.AS;Technology;Software - Infrastructure;https://www.adyen.com/;Adyen N.V.;1490,2;303,67;4,91;3,04;2,34;0
IT0005349052;AEDES.MI;Real Estate;REIT - Retail;https://www.aedes-siiq.com/;Aedes Spa;0,169;0,27;0,63;0,63;0,91;45,74
BE0003851681;AED.BR;Real Estate;REIT - Healthcare Facilities;https://www.aedifica.eu/;Aedifica NV/SA;56,05;132,28;0,42;0,91;0,56;0,07
IT0001384590;AEF.MI;Consumer Cyclical;Apparel Manufacturing;https://aeffe.com/;Aeffe S.p.A.;0,868;4,35;0,2;0,14;0,26;0
NO0012958539;AEGA.OL;Utilities;Utilities - Renewable;https://aega.no/;Aega ASA;0,858;0,02;42,9;28,6;0,74;0
BMG0112X1056;AGN.AS;Financial Services;Insurance - Diversified;https://www.aegon.com/;Aegon Ltd.;6,102;0;0;0;0,03;0,81
FR0014007ZB4;AELIS.PA;Healthcare;Biotechnology;https://www.aelisfarma.com/;Aelis Farma SA;2,08;1,92;1,08;0,75;0,5;0
ES0105046009;AENA.MC;Industrials;Airports & Air Services;https://www.aena.es/;Aena S.M.E., S.A.;199,3;106,42;1,87;2,31;0,44;0
IT0001006128;ADB.MI;Industrials;Airports & Air Services;https://www.bologna-airport.it/;Aeroporto Guglielmo Marconi di Bologna S.p.A.;7,72;4,48;1,72;1,38;0,62;0
NO0003078107;AFG.OL;Industrials;Engineering & Construction;https://afgruppen.com/;AF Gruppen ASA;148,2;144,75;1,02;0,79;0,14;0,04
FR001400FL38;AFMBS.PA;;;https://twitter.com/YahooFinance;;0,005;0;0;0;0,57;0
FR0013333077;AFME.PA;Healthcare;Medical Devices;https://www.affluentmedical.com/;Affluent Medical SA;1,435;1,09;1,32;1,82;0,57;0
FR0014005AC9;ALAFY.PA;Basic Materials;Specialty Chemicals;https://afyren.com/;AFYREN SAS;2,13;2,59;0,82;0,93;0,96;0
BE0974264930;AGS.BR;Financial Services;Insurance - Diversified;https://www.ageas.com/;ageas SA/NV;47,8;522,23;0,09;0,1;0,08;0,15
FR0014005WE9;MLAA.PA;Consumer Cyclical;Auto & Truck Dealerships;https://www.agenceauto.com/fr/fr;L Agence Automobiliere;0,58;0;0;0;0;0
BE0003755692;AGFB.BR;Industrials;Specialty Industrial Machinery;https://www.agfa.com/;Agfa-Gevaert NV;0,701;7,4;0,09;0,06;0,26;9,79
NO0010872468;AGLX.OL;Industrials;Waste Management;https://www.agilyx.com/;Agilyx ASA;35;1,16;30,17;205,88;0,95;0
IT0004998065;ANIM.MI;Financial Services;Asset Management;https://www.animaholding.it/;Anima Holding SpA;6,655;3,57;1,86;1,26;0,67;0,86
IT0005366601;AV.MI;Industrials;Security & Protection Services;https://www.antaresvisiongroup.com/;Antares Vision S.p.A.;3,175;4,02;0,79;0,49;0,43;0
FR0014005AL0;ANTIN.PA;Financial Services;Asset Management;https://www.antin-ip.com/;Antin Infrastructure Partners SAS;11,38;3,45;3,3;3,41;0,86;0
LU0569974404;APAM.AS;Basic Materials;Steel;https://www.aperam.com/;Aperam S.A.;26,1;62,88;0,42;0,53;0,68;0,24
NO0010307135;ABTEC.OL;Healthcare;Biotechnology;https://aquabiotechnology.com/;Aqua Bio Technology ASA;1,8;2,12;0,85;0,98;0,36;0
IT0005241192;ECNL.MI;Consumer Cyclical;Textile Manufacturing;https://www.aquafil.com/;Aquafil S.p.A.;1,464;12,8;0,11;0,08;0,19;0
FR0010340711;ALAQU.PA;Industrials;Security & Protection Services;https://www.reseau-aquila.fr/;Aquila SA;2,94;6,1;0,48;0,31;0,36;2,57
GB00BK6RLF66;AERI.L;;;https://issgovernance.com/quickscore;Aquila European Renewables Ord;0,677;0;0;0;1;0
NO0010778095;AQUIL.OL;Energy;Oil & Gas Equipment & Services;https://www.aquilaholdings.no/;Aquila Holdings ASA;0,59;0,05;11,8;14,75;0,83;0
FR0014003U94;FR0014003U94.SG;;;https://twitter.com/YahooFinance;;8,07;0;0;0;0;0
NL0006237562;ARCAD.AS;Industrials;Engineering & Construction;https://www.arcadis.com/;Arcadis NV;60,65;35,37;1,71;1,2;0,3;0,05
LU1598757687;MT.AS;Basic Materials;Steel;https://corporate.arcelormittal.com/;ArcelorMittal S.A.;23,73;113,66;0,21;0,26;0,57;0,13
BE0974400328;AZE.BR;Basic Materials;Specialty Chemicals;https://www.azelis.com/;Azelis Group NV;19,78;17,04;1,16;1,05;0,51;0
NL00150006Z9;AZRN.AS;Communication Services;Electronic Gaming & Multimedia;https://www.azerion.com/;Azerion Group N.V.;1,04;6,75;0,15;0,16;0,14;0
NL00150007A0;AZRNW.AS;;;https://twitter.com/YahooFinance;;0,0005;0;0;0;0,14;0
IT0003261697;AZM.MI;Financial Services;Asset Management;https://www.azimut-group.com/;Azimut Holding S.p.A.;25,09;69,3;0,36;0,37;0,16;0,23
PTAZR0AM0006;MLAAT.PA;Industrials;Specialty Industrial Machinery;https://azorean.eu/;Azorean Aquatic Technologies, S.A.;0,109;0;0;0;0;0
IT0001268561;BEC.MI;Technology;Consumer Electronics;https://www.bcspeakers.com/;B&C Speakers S.p.A.;15,95;7,78;2,05;1,62;0,61;0,19
IT0004942915;BES.MI;Financial Services;Asset Management;https://www.gequity.it/;BESTBE HOLDING;0,316;3,38;0,09;0,05;0,19;0
NL0000285278;BEVER.AS;Real Estate;Real Estate - Development;https://www.beverholding.nl/;Bever Holding NV;2,7;5,62;0,48;0,93;1,22;0
NO0010890965;BEWI.OL;Consumer Cyclical;Packaging & Containers;https://bewi.com/;BEWi ASA;26,6;4,49;5,92;4,2;0,31;0
IT0005244402;BFF.MI;Financial Services;Credit Services;https://www.bff.com/;BFF Bank S.p.A.;8,945;64,92;0,14;0,15;0,07;0
IT0004222102;BIA.MI;Consumer Cyclical;Furnishings, Fixtures & Appliances;https://www.bialetti.com/;Bialetti Industrie S.p.A;0,244;1,04;0,23;0,17;0,14;0
FR0000120966;BB.PA;Consumer Defensive;Household & Personal Products;https://fr.bic.com/fr;Société BIC SA;62,1;54,98;1,13;1,12;0,76;0,07
NO0012706763;BIEN.OL;Financial Services;Banks - Regional;https://www.bien.no/;Bien Sparebank ASA;123;945,53;0,13;0,15;0,13;0
IT0003097257;BSS.MI;Industrials;Specialty Industrial Machinery;https://www.biesse.com/;Biesse S.p.A.;7,71;20,91;0,37;0,24;0,37;0,32
IT0005495335;FIRE.MI;Industrials;Building Products & Equipment;https://www.bifire.it/;BIFIRE S.p.A.;2,52;3,15;0,8;0,89;0,69;0
FR0000074072;BIG.PA;Technology;Consumer Electronics;https://www.bigben-group.com/;BigBen Interactive;1,402;33,72;0,04;0,04;0,34;0
FR0004174233;ALBLD.PA;Communication Services;Advertising Agencies;https://www.bilendi.fr/;Bilendi SA;14,4;10,23;1,41;0,81;0,52;0
