ISIN;Ticker;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANTPA;Cours/VANNPA;Cours/VANEPA;Solvabilité;Rendement dividende %;FCFPA actualisés
ISIN;Ticker;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANTPA;Cours/VANNPA;Cours/VANEPA;Solvabilité;Rendement dividende %;FCFPA actualisés
FI0009000681;NOKIA.HE;Technology;Communication Equipment;https://www.nokia.com/;Nokia Oyj;5.71;2.23;2.56;-14.64;-14.64;0.65;0.43;1.99
FI4000297767;NDA-FI.HE;Financial Services;Banks - Regional;https://www.nordea.com/;Nordea Bank Abp;16.81;8.19;2.05;1.81;1.81;0.05;0.46;10.33
FR0000120073;AI.PA;Basic Materials;Specialty Chemicals;https://www.airliquide.com/;L'Air Liquide S.A.;159.22;17.68;9.01;-5.51;-6.58;0.54;0.01;43.41
FR0000120321;OR.PA;Consumer Defensive;Household & Personal Products;https://www.loreal.com/;L'Oreal SA;384.85;28.37;13.57;-30.47;-57.1;0.63;0.0;86.77
FR0000121014;MC.PA;Consumer Cyclical;Luxury Goods;https://www.lvmh.com/;LVMH Moët Hennessy - Louis Vuitton, Société Européenne;609.2;41.33;14.74;-8.89;79.43;0.5;0.0;189.73
FR0000133308;ORA.PA;Communication Services;Telecom Services;https://www.orange.com/;Orange S.A.;14.77;-0.67;-22.04;-0.85;-1.19;0.35;0.44;17.65
GB00BH4HKS39;VOD.L;Communication Services;Telecom Services;https://www.vodafone.com/;Vodafone Group Public Limited Company;100.8;0.77;130.91;-53.33;-53.33;0.47;0.08;5.58
GB00BP6MXD84;SHEL.L;Energy;Oil & Gas Integrated;https://www.shell.com/;Shell plc;0;25.11;0.0;-0.0;-0.0;0.51;0;59.16
IE0002Y8CX98;WDEF.MI;;;https://twitter.com/YahooFinance;;35.25;0;0;0;0;0;0.0;0
IE0007Y8Y157;QUTM.DE;;;https://twitter.com/YahooFinance;;23.04;0;0;0;0;0;0.0;0
IE000KYX7IP4;IE000KYX7IP4.SG;;;https://twitter.com/YahooFinance;;18.06;0;0;0;0;0;0.0;0
IE000NDWFGA5;IE000NDWFGA5.SG;;;https://twitter.com/YahooFinance;;28.58;0;0;0;0;0;0.0;0
IE000S9YS762;LIN;Basic Materials;Specialty Chemicals;https://www.linde.com/;Linde plc;438.03;1.74;251.74;-7.12;-8.1;0.51;0.0;104.14
IE00B3F81409;AGGG.L;;;https://twitter.com/YahooFinance;;4.383;0;0;0;0;0;0.0;0
IE00B4ND3602;IGLN.L;;;https://twitter.com/YahooFinance;;89.14;0;0;0;0;0;0.0;0
IE00B6QGFW01;IGEA.SW;;;https://twitter.com/YahooFinance;;70.05;0;0;0;0;0;0.0;0
IE00BD8PGZ49;DTLE.L;;;https://twitter.com/YahooFinance;;2.8845;0;0;0;0;0;0.0;0
IE00BDVPNG13;IE00BDVPNG13.SG;;;https://twitter.com/YahooFinance;;78.8;0;0;0;0;0;0.0;0
IE00BGV5VN51;XAIX.DE;;;https://twitter.com/YahooFinance;;157.3;0;0;0;0;0;0.0;0
IE00BJ5JPG56;IE00BJ5JPG56.SG;;;https://twitter.com/YahooFinance;;5.49;0;0;0;0;0;0.0;0
IE00BKBF6H24;IWLE.DE;;;https://twitter.com/YahooFinance;;10.01;0;0;0;0;0;0.0;0
IE00BL25JP72;XDEM.DE;;;https://twitter.com/YahooFinance;;73.48;0;0;0;0;0;0.0;0
IE00BMYDM794;HTWO.MI;;;https://twitter.com/YahooFinance;;5.97;0;0;0;0;0;0.0;0
IE00BSKRJZ44;IDTL.L;;;https://twitter.com/YahooFinance;;3.2515;0;0;0;0;0;0.0;0
IE00BTN1Y115;MDT;Healthcare;Medical Devices;https://www.medtronic.com/;Medtronic plc;97.55;-4.2;-23.23;-6.3;-7.12;0.58;0.03;32.53
IE00BWZN1T31;EMUU.L;;;https://twitter.com/YahooFinance;;13.65;0;0;0;0;0;0.0;0
IE00BYTBXV33;RYA.IR;Industrials;Airlines;https://www.ryanair.com/;Ryanair Holdings plc;28.8;6.48;4.44;-6.87;-7.16;0.52;0.0;15.29
IE00BZ048462;FLOT.L;;;https://twitter.com/YahooFinance;;5.05;0;0;0;0;0;0.0;0
IT0003128367;ENEL.MI;Utilities;Utilities - Diversified;https://www.enel.com/;Enel SpA;9.4;0.5;18.8;-0.85;-0.95;0.19;0.65;2.3
IT0005239360;UCG.MI;Financial Services;Banks - Regional;https://www.unicreditgroup.eu/;UniCredit S.p.A.;72.63;39.05;1.86;1.79;1.67;0.08;0.07;-60.8
LU0061462528;RRTL.DE;Communication Services;Broadcasting;https://rtl.com/;RTL Group S.A.;35.8;1.53;23.4;-5.04;-10.53;0.45;0.17;46.74
LU0251710041;O5G.DE;Real Estate;Real Estate Services;https://www.cpipg.com/;CPI Property Group;0.785;0.77;1.02;-0.56;-0.57;0.34;0.0;0.14
LU0307018795;SFQ.DE;Consumer Cyclical;Auto Parts;https://www.safholland.com/;SAF-Holland SE;17.06;1.83;9.32;-2.34;-2.34;0.37;0.0;5.74
LU0592217524;XMAF.L;;;https://twitter.com/YahooFinance;;11.36;0;0;0;0;0;0.0;0
LU0643975161;X03G.DE;;;https://twitter.com/YahooFinance;;175.73;0;0;0;0;0;0.0;0
LU0775917882;GYC.DE;Real Estate;Real Estate Services;https://www.grandcityproperties.com/;Grand City Properties S.A.;9.82;27.87;0.35;-0.42;-0.42;0.51;0.5;11.1
LU1066226637;STM.F;Industrials;Specialty Industrial Machinery;https://www.stabilus.com/;Stabilus SE;20.4;-15.03;-1.36;-0.73;-0.94;0.35;0.15;-10.96
LU1250154413;ADJ.DE;Real Estate;Real Estate Services;https://www.adler-group.com/;Adler Group S.A.;0.195;8.75;0.02;-0.01;-0.01;0.2;0.0;29.96
LU1296758029;CCAP.DE;Real Estate;Real Estate Services;https://www.corestate-capital.com/en/imprint/;CORESTATE Capital Holding S.A.;0.265;1.5;0.18;-0.02;-0.02;0.47;0.0;5.57
LU1407888137;LU1407888137.SG;;;https://twitter.com/YahooFinance;;43.02;0;0;0;0;0;0.0;0
LU1618151879;TGHN.F;Industrials;Integrated Freight & Logistics;https://www.logwin-logistics.com/index.php;Logwin AG;272.0;105.82;2.57;3.9;3.9;0.88;0.0;359.41
LU1673108939;AT1.DE;Real Estate;Real Estate Services;https://www.aroundtown.de/;Aroundtown SA;2.75;10.11;0.27;-0.19;-0.19;0.41;0.0;10.48
LU1704650164;BFSA.DE;Industrials;Waste Management;https://www.befesa.com/;Befesa S.A.;31.26;1.89;16.54;-1.53;-2.16;0.44;0.08;-2.56
LU1778762911;SPOT;Communication Services;Internet Content & Information;https://www.spotify.com/;Spotify Technology S.A.;502.86;20.98;23.97;53.95;43.13;1.21;0.0;15.39
LU2010095458;GFG.DE;Consumer Cyclical;Apparel Retail;https://global-fashion-group.com/;Global Fashion Group S.A.;0.3;0.39;0.77;-2.73;10.0;0.5;0.0;-1.81
LU2333563281;TNIE.F;Consumer Cyclical;Leisure;https://www.tonies.de/;tonies SE;10.72;0.66;16.24;21.88;21.88;0.73;0.0;-0.95
NL0000009538;PHIA.AS;Healthcare;Medical Devices;https://www.philips.com/;Koninklijke Philips N.V.;25.64;-1.47;-17.44;-3.41;-3.93;0.45;0.1;-1.22
NL0000235190;AIR.PA;Industrials;Aerospace & Defense;https://www.airbus.com/;Airbus SE;217.4;3.08;70.58;-4.26;-4.26;0.18;0.01;25.45
NL0000238145;APM.DE;Communication Services;Advertising Agencies;https://adpeppergroup.com/;ad pepper media International N.V.;2.8;0.88;3.18;4.91;4.31;0.81;0.0;1.56
NL0010273215;ASML.AS;Technology;Semiconductor Equipment & Materials;https://www.asml.com/;ASML Holding N.V.;0;33.73;0.0;0.0;0.0;0.52;0;172.44
NL0011794037;AD.AS;Consumer Defensive;Grocery Stores;https://www.aholddelhaize.com/;Koninklijke Ahold Delhaize N.V.;33.85;2.23;15.18;-1.41;-14.85;0.34;0.1;38.4
NL0011821202;INGA.AS;Financial Services;Banks - Diversified;https://www.ing.com/;ING Groep N.V.;25.05;15.82;1.58;1.54;1.54;0.05;0.22;-60.25
NL0012169213;QIA.HA;;;https://issgovernance.com/quickscore;Qiagen NV;41.29;3.88;10.64;-55.05;55.05;0.79;0.0;15.49
NL00150001Q9;NL00150001Q9.SG;;;https://issgovernance.com/quickscore;Stellantis N.V.;8.32;0;0;0;0;0;0.0;0
NL0015436031;5CV.DE;;;https://issgovernance.com/quickscore;CureVac N.V.;3.906;2.99;1.31;2.09;1.98;2.19;0.0;-13.36
US00287Y1091;ABBV;Healthcare;Drug Manufacturers - General;https://www.abbvie.com/;AbbVie Inc.;215.4;-51.95;-4.15;-3.58;-3.67;0.03;0.02;81.82
US0079031078;AMD;Technology;Semiconductors;https://www.amd.com/;Advanced Micro Devices, Inc.;231.57;8.51;27.21;50.78;50.78;0.9;0.0;13.56
US01609W1027;BABA;Consumer Cyclical;Internet Retail;https://www.alibabagroup.com/;Alibaba Group Holding Limited;165.87;37.93;4.37;-26.2;-85.94;0.73;0.0;7.33
US0311621009;AMGN;Healthcare;Drug Manufacturers - General;https://www.amgen.com/;Amgen Inc.;332.46;-75.34;-4.41;-3.14;-3.38;0.07;0.01;62.07
US0378331005;AAPL;Technology;Consumer Electronics;https://www.apple.com/;Apple Inc.;256.82;4.99;51.47;-27.59;-32.8;0.24;0.0;74.37
US0394831020;ADM;Consumer Defensive;Farm Products;https://www.adm.com/;Archer-Daniels-Midland Company;65.13;32.22;2.02;-9.2;15.69;0.42;0.04;53.89
US0605051046;BAC;Financial Services;Banks - Diversified;https://www.bankofamerica.com/;Bank of America Corporation;53.12;26.72;1.99;1.48;1.48;0.09;0.04;-148.56
US08862E1091;BYND;Consumer Defensive;Packaged Foods;https://www.beyondmeat.com/;Beyond Meat, Inc.;0.9931;-7.9;-0.13;-0.08;-0.08;-1.1;0.0;-29.95
US09075V1026;22UA.DU;;;https://issgovernance.com/quickscore;BioNTech SE;93.6;76.01;1.23;1.43;1.39;3.38;0.0;85.22
US1491231015;CAT;Industrials;Farm & Heavy Construction Machinery;https://www.caterpillar.com/;Caterpillar Inc.;643.75;28.98;22.21;-13.62;-18.9;0.24;0.0;128.89
US1729674242;C;Financial Services;Banks - Diversified;https://www.citigroup.com/;Citigroup Inc.;118.69;88.94;1.33;1.17;1.17;0.09;0.03;-209.15
US1912161007;KO;Consumer Defensive;Beverages - Non-Alcoholic;https://www.coca-colacompany.com/;The Coca-Cola Company;70.57;-1.53;-46.12;-6.11;-6.69;0.29;0.04;19.74
US19260Q1076;US19260Q1076.SG;;;https://issgovernance.com/quickscore;Coinbase Global Inc.;208.2;0;0;0;0;0;0.0;0
US2546871060;DIS;Communication Services;Entertainment;https://thewaltdisneycompany.com/;The Walt Disney Company;111.27;15.24;7.3;-3.14;-3.59;0.57;0.01;34.85
US30303M1027;META;Communication Services;Internet Content & Information;https://investor.atmeta.com/;Meta Platforms, Inc.;624.13;63.55;9.82;238.22;34.14;0.92;0.0;133.07
US31428X1063;FDX;Industrials;Integrated Freight & Logistics;https://www.fedex.com/;FedEx Corporation;308.93;90.21;3.42;-1.79;-1.79;0.34;0.01;125.32
US3703341046;GIS;Consumer Defensive;Packaged Foods;https://www.generalmills.com/;General Mills, Inc.;44.41;-24.9;-1.78;-1.3;-1.46;0.28;0.08;33.37
US40434L1052;HPQ;Technology;Computer Hardware;https://www.hp.com/;HP Inc.;20.55;-10.93;-1.88;-0.96;-0.96;-0.01;0.16;24.39
US4062161017;HAL;Energy;Oil & Gas Equipment & Services;https://www.halliburton.com/;Halliburton Company;32.47;8.83;3.68;-10.44;-23.36;0.46;0.05;17.87
US4581401001;INTC;Technology;Semiconductors;https://www.intel.com/;Intel Corporation;47.49;16.37;2.9;-4.12;-4.12;0.57;0.06;-6.73
US4592001014;IBM;Technology;Information Technology Services;https://www.ibm.com/;International Business Machines Corporation;306.94;-47.57;-6.45;-3.77;-3.98;0.22;0.01;58.05
US4781601046;JNJ;Healthcare;Drug Manufacturers - General;https://www.jnj.com/;Johnson & Johnson;218.76;-4.29;-50.99;-9.99;-12.45;0.46;0.01;43.95
US5007541064;KHC;Consumer Defensive;Packaged Foods;https://www.kraftheinzcompany.com/;The Kraft Heinz Company;23.58;-16.39;-1.44;-0.9;-0.97;0.57;0.2;30.76
US5324571083;LLY;Healthcare;Drug Manufacturers - General;https://www.lilly.com/;Eli Lilly and Company;0;2.51;0.0;-0.0;-0.0;0.19;0;22.66
US5398301094;LMT;Industrials;Aerospace & Defense;https://www.lockheedmartin.com/;Lockheed Martin Corporation;582.05;-28.84;-20.18;-4.96;-6.94;0.12;0.0;235.63
US55087P1049;LYFT;Technology;Software - Application;https://www.lyft.com/;Lyft, Inc.;18.49;1.13;16.36;-4.5;-4.5;0.22;0.0;9.58
US57636Q1040;MA;Financial Services;Credit Services;https://www.mastercard.com/;Mastercard Incorporated;541.35;-8.93;-60.62;-22.6;-23.21;0.16;0.0;101.74
US58933Y1055;MRK;Healthcare;Drug Manufacturers - General;https://www.merck.com/;Merck & Co., Inc.;109.64;6.01;18.24;-9.05;-9.05;0.47;0.03;28.09
US5949181045;MSFT;Technology;Software - Infrastructure;https://www.microsoft.com/;Microsoft Corporation;462.2;27.09;17.06;-40.72;102.94;0.65;0.0;66.25
US6541061031;NKE;Consumer Cyclical;Footwear & Accessories;https://www.nike.com/;NIKE, Inc.;64.36;8.61;7.48;0;30.94;0.48;0.02;31.27
US70450Y1038;PYPL;Financial Services;Credit Services;https://www.paypal.com/;PayPal Holdings, Inc.;56.69;9.32;6.08;-566.9;333.47;0.29;0.0;51.97
US7134481081;PEP;Consumer Defensive;Beverages - Non-Alcoholic;https://www.pepsico.com/;PepsiCo, Inc.;145.83;-10.42;-14.0;-3.6;-4.43;0.2;0.02;48.6
US7170811035;PFE;Healthcare;Drug Manufacturers - General;https://www.pfizer.com/;Pfizer Inc.;25.66;-6.31;-4.07;-1.94;-2.16;0.46;0.19;10.4
US7181721090;PM;Consumer Defensive;Tobacco;https://www.pmi.com/;Philip Morris International Inc.;173.75;-25.52;-6.81;-5.06;-5.47;-0.2;0.03;35.89
US72919P2020;PLUG;Industrials;Electrical Equipment & Parts;https://www.plugpower.com/;Plug Power Inc.;2.395;1.8;1.33;-5.57;-5.7;0.51;0.0;-11.84
US75513E1010;US75513E1010.SG;;;https://issgovernance.com/quickscore;RTX Corp.;172.76;0;0;0;0;0;0.0;0
US79466L3024;CRM;Technology;Software - Application;https://www.salesforce.com/;Salesforce, Inc.;228.68;5.68;40.26;-18.29;-19.3;0.69;0.0;50.65
US83304A1060;SNAP;Communication Services;Internet Content & Information;https://www.snap.com/;Snap Inc.;7.61;0.4;19.02;-22.38;-23.06;0.54;0.0;0.66
US88160R1014;TSLA;Consumer Cyclical;Auto Manufacturers;https://www.tesla.com/;Tesla, Inc.;440.32;23.94;18.39;134.24;72.9;0.87;0.0;-0.35
US88579Y1010;MMM;Industrials;Conglomerates;https://www.3m.com/;3M Company;168.52;-6.76;-24.93;-4.51;-6.48;0.12;0.02;62.0
US91324P1021;UNH;Healthcare;Healthcare Plans;https://www.unitedhealthgroup.com/;UnitedHealth Group Incorporated;331.65;-40.81;-8.13;-2.53;-2.61;0.34;0.0;82.9
US92343V1044;VZ;Communication Services;Telecom Services;https://www.verizon.com/;Verizon Communications Inc.;39.06;-21.7;-1.8;-0.67;-0.77;0.26;0.15;15.24
US92826C8394;V;Financial Services;Credit Services;https://www.visa.com/;Visa Inc.;328.65;-5.36;-61.32;-61.32;-61.32;0.38;0.0;95.46
US9311421039;WMT;Consumer Defensive;Discount Stores;https://corporate.walmart.com/;Walmart Inc.;117.62;7.75;15.18;-10.45;48.4;0.36;0.01;16.75
US94106L1098;WM;Industrials;Waste Management;https://www.wm.com/;Waste Management, Inc.;220.74;-23.35;-9.45;-2.81;-8.48;0.19;0.01;-19.86
XS2434891219;XS2434891219.SG;;;https://twitter.com/YahooFinance;;8.03;0;0;0;0;0;0.0;0
AU00000088E2;88E.AX;Energy;Oil & Gas E&P;https://88energy.com/;88 Energy Limited;0.021;0.13;0.16;2.1;2.1;1.05;0.0;-0.73
AU0000XINAJ0;SEE.L;Technology;Software - Infrastructure;https://seeingmachines.com/;Seeing Machines Limited;5.18;-0.01;-518.0;-518.0;-518.0;0.4;0.0;-0.05
BMG4593F1389;HSX.L;Financial Services;Insurance - Property & Casualty;https://www.hiscoxgroup.com/;Hiscox Ltd;0;9.95;0.0;0.0;0.0;0.33;0;3.08
BMG5361W1047;LRE.L;Financial Services;Insurance - Specialty;https://www.lancashiregroup.com/;Lancashire Holdings Limited;600.0;5.39;111.32;96.62;96.62;0.34;0.0;9.0
BMG931151069;UEM.L;Financial Services;Asset Management;https://www.uemtrust.co.uk/;Utilico Emerging Markets Ord;280.0;2.57;108.95;108.95;108.95;0.96;0.01;2.06
CH0198251305;CCH.L;Consumer Defensive;Beverages - Non-Alcoholic;https://www.coca-colahellenic.com/;Coca-Cola HBC AG;0;1.93;0.0;-0.0;-0.0;0.39;0;14.31
ES0113211835;BBVA.MC;Financial Services;Banks - Diversified;https://www.bbva.com/;Banco Bilbao Vizcaya Argentaria, S.A.;20.95;9.24;2.27;2.27;2.27;0.08;0.23;-0.56
ES0113900J37;SAN.MC;Financial Services;Banks - Diversified;https://www.santander.com/;Banco Santander, S.A.;10.54;5.24;2.01;1.62;1.62;0.05;0.48;5.99
ES0177542018;IAG.L;Industrials;Airlines;https://www.iairgroup.com/;International Consolidated Airlines Group S.A.;410.4;0.52;789.23;-88.83;-88.83;0.18;0.01;2.45
FR001400T0D6;CAN.L;Communication Services;Entertainment;https://www.canalplusgroup.com/;Canal+ SA;272.0;1.14;238.6;-164.85;-177.78;0.53;0.0;-2.74
GB0000066554;ASL.L;;;https://twitter.com/YahooFinance;;0;16.67;0.0;0.0;0.0;0.93;0;6.66
GB0000163088;SDY.L;Industrials;Rental & Leasing Services;https://www.speedyservices.com/;Speedy Hire Plc;24.85;0.27;92.04;-49.7;-276.11;0.32;0.09;0.55
GB0000293620;NAIT.L;;;https://twitter.com/YahooFinance;;386.5;3.79;101.98;101.98;101.98;0.91;0.0;2.64
GB0000353929;CYN.L;;;https://twitter.com/YahooFinance;;386.0;2.09;184.69;184.69;184.69;0.89;0.0;0.62
GB0000365774;AEP.L;Consumer Defensive;Farm Products;https://www.angloeastern.co.uk/;AEP Plantations Plc;0;13.95;0.0;0.0;0.0;1.4;0;15.3
GB0000385517;BIOG.L;;;https://twitter.com/YahooFinance;;0;8.16;0.0;0.0;0.0;0.98;0;17.58
GB0000456144;ANTO.L;Basic Materials;Copper;https://www.antofagasta.co.uk/;Antofagasta plc;0;9.6;0.0;-0.0;0.0;0.52;0;7.43
GB0000485838;BGFD.L;;;https://twitter.com/YahooFinance;;940.0;10.17;92.43;92.43;92.43;0.87;0.0;5.64
GB0000536739;AHT.L;Industrials;Rental & Leasing Services;https://www.ashtead-group.com/;Ashtead Group plc;0;8.86;0.0;-0.0;-0.0;0.34;0;10.72
GB0000600931;BMS.L;Industrials;Marine Shipping;https://www.braemar.com/;Braemar Plc;227.0;0.33;687.88;-709.38;-709.38;0.61;0.03;3.63
GB0000667013;AVON.L;Industrials;Aerospace & Defense;https://www.avon-technologiesplc.com/;Avon Technologies Plc;0;1.35;0.0;-0.0;-0.0;0.56;0;-4.24
GB0000767003;BNKR.L;;;https://twitter.com/YahooFinance;;135.8;1.19;114.12;114.12;114.12;0.91;0.0;0.7
GB0000904986;BWY.L;Consumer Cyclical;Residential Construction;https://www.bellwayplc.co.uk/;Bellway p.l.c.;0;29.69;0.0;0.0;0.0;0.71;0;12.57
GB0000961622;BBY.L;Industrials;Engineering & Construction;https://www.balfourbeatty.com/;Balfour Beatty plc;735.0;0.01;73500.0;-238.64;-238.64;0.24;0.01;7.83
GB0001367019;BLND.L;Real Estate;REIT - Diversified;https://www.britishland.com/;British Land Company PLC;410.2;5.71;71.84;-135.83;-135.83;0.65;0.01;-14.97
GB0001490001;BUT.L;;;https://twitter.com/YahooFinance;;0;14.39;0.0;0.0;0.0;0.94;0;1.48
GB0001500809;TLW.L;Energy;Oil & Gas E&P;https://www.tullowoil.com/;Tullow Oil plc;7.32;-0.22;-33.27;-3.45;-3.45;-0.08;0.17;3.86
GB0001570810;XAR.L;Technology;Computer Hardware;https://www.xaar.com/;Xaar plc;108.0;0.59;183.05;337.5;337.5;0.86;0.03;-0.05
GB0001771426;ACSO.L;Technology;Software - Application;https://www.accesso.com/;accesso Technology Group plc;264.0;0.92;286.96;550.0;488.89;0.89;0.0;2.3
GB0001795680;CGS.L;Industrials;Specialty Industrial Machinery;https://www.castings.plc.uk/;Castings P.L.C.;267.0;2.88;92.71;256.73;256.73;0.83;0.02;1.41
GB0002869419;BYG.L;Real Estate;REIT - Industrial;https://www.bigyellow.co.uk/;Big Yellow Group Plc;0;13.24;0.0;-0.0;-0.0;0.84;0;1.2
GB0003052338;EDIN.L;;;https://twitter.com/YahooFinance;;824.0;7.8;105.64;105.64;105.64;0.9;0.0;5.19
GB0003395000;FSJ.L;Industrials;Marine Shipping;https://www.james-fisher.com/;James Fisher and Sons plc;372.0;2.35;158.3;-228.22;-453.66;0.45;0.0;13.12
GB0003406096;DIG.L;;;https://twitter.com/YahooFinance;;311.0;3.18;97.8;97.8;97.8;0.9;0.0;2.61
GB0003452173;FGP.L;Industrials;Railroads;https://www.firstgroupplc.com/;FirstGroup plc;188.4;0.93;202.58;-64.08;-80.17;0.2;0.04;14.28
GB0003718474;GAW.L;Consumer Cyclical;Leisure;https://investor.games-workshop.com/;Games Workshop Group PLC;0;7.76;0.0;0.0;0.0;0.73;0;49.27
GB0003781050;GDWN.L;Industrials;Specialty Industrial Machinery;https://www.goodwin.co.uk/;Goodwin PLC;0;14.71;0.0;-0.0;0.0;0.52;0;27.7
GB0003921052;HGT.L;;;https://twitter.com/YahooFinance;;506.0;5.46;92.67;92.67;92.67;0.96;0.0;-0.53
GB0004052071;HLMA.L;Industrials;Conglomerates;https://www.halma.com/;Halma plc;0;0.16;0.0;-0.0;-0.0;0.64;0;3.29
GB0004148507;PIN.L;;;https://twitter.com/YahooFinance;;387.0;4.96;78.02;78.02;78.02;0.9;0.0;-0.09
GB0008782301;TW.L;Consumer Cyclical;Residential Construction;https://www.taylorwimpey.co.uk/;Taylor Wimpey plc;106.9;1.25;85.52;88.35;87.62;0.78;0.02;0.75
GB0008794710;TEP.L;Utilities;Utilities - Diversified;https://www.telecomplus.co.uk/;Telecom Plus Plc;0;1.44;0.0;0.0;0.0;0.38;0;6.17
GB0008825324;TMPL.L;;;https://twitter.com/YahooFinance;;381.5;2.86;133.39;133.39;133.39;0.91;0.0;2.08
GB0008829292;TEM.L;;;https://twitter.com/YahooFinance;;254.5;1.94;131.19;131.19;131.19;0.95;0.0;1.25
GB0008883927;TRI.L;Industrials;Tools & Accessories;https://www.trfastenings.com/;Trifast plc;77.0;0.65;118.46;240.62;145.28;0.59;0.02;0.3
GB0008910555;THRG.L;;;https://twitter.com/YahooFinance;;653.0;6.83;95.61;95.61;95.61;0.98;0.0;2.51
GB0009064097;TRY.L;;;https://twitter.com/YahooFinance;;333.5;3.27;101.99;101.99;101.99;0.89;0.0;1.19
GB0009065060;HSL.L;;;https://twitter.com/YahooFinance;;917.0;9.26;99.03;99.03;99.03;0.9;0.0;6.48
GB0009067447;MTC.L;Consumer Cyclical;Specialty Retail;https://www.mothercareplc.com/;Mothercare plc;2.115;-0.07;-30.21;-30.21;-30.21;-1.73;1.78;0.07
GB0009188797;AVG.L;Industrials;Specialty Industrial Machinery;https://www.avingtrans.plc.uk/;Avingtrans plc;542.5;1.48;366.55;1154.26;1154.26;0.63;0.0;0.42
GB0009223206;SN.L;Healthcare;Medical Devices;https://www.smith-nephew.com/;Smith & Nephew plc;0;1.38;0.0;-0.0;-0.0;0.54;0;3.34
GB0009286963;VP.L;Industrials;Rental & Leasing Services;https://www.vpplc.com/;Vp plc;540.0;3.06;176.47;176.47;176.47;0.33;0.01;6.37
GB0030181522;TRB.L;Technology;Software - Application;https://www.tribalgroup.com/;Tribal Group plc;70.0;-0.12;-583.33;-411.76;-437.5;0.48;0.02;0.07
GB0030232317;PAGE.L;Industrials;Staffing & Employment Services;https://www.page.com/;PageGroup plc;209.0;0.76;275.0;1607.69;380.0;0.47;0.01;3.45
GB0030517261;MNKS.L;;;https://twitter.com/YahooFinance;;0;12.36;0.0;0.0;0.0;0.91;0;9.0
GB0032089863;NXT.L;Consumer Cyclical;Apparel Retail;https://www.nextplc.co.uk/;NEXT plc;0;8.36;0.0;-0.0;-0.0;0.35;0;64.13
GB00B01RDH75;BRGE.L;;;https://twitter.com/YahooFinance;;607.0;5.98;101.51;101.51;101.51;0.99;0.0;3.09
GB00B02J6398;ADM.L;Financial Services;Insurance - Property & Casualty;https://admiralgroup.co.uk/;Admiral Group plc;0;3.51;0.0;0.0;0.0;0.17;0;10.79
GB00B0CRWN59;SOI.L;;;https://twitter.com/YahooFinance;;361.5;3.19;113.32;113.32;113.32;0.94;0.0;2.23
GB00B0FYMT95;HLCL.L;Real Estate;Real Estate Services;https://www.helical.co.uk/;Helical plc;185.2;3.49;53.07;-208.09;-210.45;0.77;0.02;2.11
GB00B0HCWM45;GDP.L;Basic Materials;Gold;https://www.goldplat.com/;Goldplat PLC;9.5;0.11;86.36;158.33;135.71;0.61;0.0;0.14
GB00B0HW5366;RECI.L;;;https://twitter.com/YahooFinance;;124.0;1.44;86.11;86.11;86.11;0.73;0.0;1.39
GB00B0LCW083;HIK.L;Healthcare;Drug Manufacturers - Specialty & Generic;https://www.hikma.com/;Hikma Pharmaceuticals PLC;0;5.24;0.0;-0.0;0.0;0.47;0;7.39
GB00B0LCW208;PCTN.L;Real Estate;REIT - Diversified;https://www.picton.co.uk/;Picton Property Income Limited;83.5;1.0;83.5;83.5;83.5;0.7;0.05;0.45
GB00B0WD0R35;SOLG.L;Basic Materials;Other Industrial Metals & Mining;https://www.solgold.com.au/;SolGold Plc;28.05;0.08;350.62;-350.62;-400.71;0.5;0.0;-0.13
GB00B0WMWD03;QQ.L;Industrials;Aerospace & Defense;https://www.qinetiq.com/;QinetiQ Group plc;515.5;0.11;4686.36;-599.42;-599.42;0.38;0.0;1.59
GB00B104RS51;CLIG.L;Financial Services;Asset Management;https://www.citlon.co.uk/;City of London Investment Group Plc;386.0;0.72;536.11;877.27;677.19;1.09;0.02;4.74
GB00B10RZP78;UNVB.SG;;;https://issgovernance.com/quickscore;Unilever PLC;54.38;-8.45;-6.44;-3.32;-3.92;0.28;0.0;28.69
GB00B115T142;GLR.L;Basic Materials;Other Industrial Metals & Mining;https://www.galileoresources.com/;Galileo Resources Plc;0.9;0.01;90.0;0;0;0.79;0.0;-0.01
GB00B128J450;IPO.L;Financial Services;Asset Management;https://www.ipgroupplc.com/;IP Group Plc;56.6;0.98;57.76;57.76;57.76;0.84;0.0;0.0
GB00B12MHD28;LMS.L;;;https://twitter.com/YahooFinance;;20.25;0.45;45.0;45.0;45.0;0.96;0.0;-0.1
GB00B132NW22;ASHM.L;Financial Services;Asset Management;https://www.ashmoregroup.com/;Ashmore Group Plc;234.4;1.08;217.04;249.36;249.36;3.54;0.03;1.35
GB00B135BJ46;SVS.L;Real Estate;Real Estate Services;https://www.savills.com/;Savills plc;0;1.74;0.0;-0.0;0.0;0.43;0;8.01
GB00B1436N68;4M8A.SG;;;https://www.mpofund.com/;Macau Property Opportunities Fund Limited;0.0705;0;0;0;0;0;0.0;0
GB00B14SKR37;CMCX.L;Financial Services;Capital Markets;https://www.cmcmarkets.com/;CMC Markets Plc;316.0;1.43;220.98;263.33;252.8;1.04;0.02;3.31
